-0.261799	56.5028
-0.256799	56.8922
-0.251799	57.2817
-0.246799	57.6714
-0.241799	58.0611
-0.236799	58.451
-0.231799	58.841
-0.226799	59.2311
-0.221799	59.6213
-0.216799	60.0116
-0.211799	60.402
-0.206799	60.7925
-0.201799	61.1831
-0.196799	61.5738
-0.191799	61.9645
-0.186799	62.3553
-0.181799	62.7462
-0.176799	63.1372
-0.171799	63.5282
-0.166799	63.9192
-0.161799	64.3103
-0.156799	64.7015
-0.151799	65.0927
-0.146799	65.4839
-0.141799	65.8752
-0.136799	66.2665
-0.131799	66.6578
-0.126799	67.0491
-0.121799	67.4405
-0.116799	67.8318
-0.111799	68.2232
-0.106799	68.6146
-0.101799	69.0059
-0.0967994	69.3973
-0.0917994	69.7886
-0.0867994	70.1799
-0.0817994	70.5712
-0.0767994	70.9625
-0.0717994	71.3538
-0.0667994	71.745
-0.0617994	72.1361
-0.0567994	72.5273
-0.0517994	72.9184
-0.0467994	73.3094
-0.0417994	73.7004
-0.0367994	74.0913
-0.0317994	74.4821
-0.0267994	74.8729
-0.0217994	75.2636
-0.0167994	75.6542
-0.0117994	76.0448
-0.00679939	76.4353
-0.00179939	76.8256
0.00320061	77.2159
0.00820061	77.6061
0.0132006	77.9962
0.0182006	78.3861
0.0232006	78.776
0.0282006	79.1657
0.0332006	79.5553
0.0382006	79.9448
0.0432006	80.3342
0.0482006	80.7234
0.0532006	81.1125
0.0582006	81.5015
0.0632006	81.8903
0.0682006	82.2789
0.0732006	82.6674
0.0782006	83.0558
0.0832006	83.4439
0.0882006	83.832
0.0932006	84.2198
0.0982006	84.6075
0.103201	84.995
0.108201	85.3823
0.113201	85.7694
0.118201	86.1563
0.123201	86.543
0.128201	86.9296
0.133201	87.3159
0.138201	87.702
0.143201	88.0879
0.148201	88.4736
0.153201	88.859
0.158201	89.2443
0.163201	89.6293
0.168201	90.0141
0.173201	90.3986
0.178201	90.7829
0.183201	91.167
0.188201	91.5508
0.193201	91.9343
0.198201	92.3176
0.203201	92.7006
0.208201	93.0834
0.213201	93.4659
0.218201	93.8481
0.223201	94.23
0.228201	94.6117
0.233201	94.993
0.238201	95.3741
0.243201	95.7549
0.248201	96.1354
0.253201	96.5155
0.258201	96.8954
